"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17"
"4133","SAINT LOUIS DR + ALE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4134","SAINT LOUIS DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4135","SAINT LOUIS DR + 155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4136","SAINT LOUIS DR + FEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4137","SAINT LOUIS DR + GUL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4140","SAINT LOUIS DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4143","SAINT LOUIS DR + NOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4145","SAINT LOUIS DR + 232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4147","SAINT LOUIS DR + PET","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4149","PETER ST + 2641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","KILAUEA AVE + PUU PA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3016","ORCHID ST + PALOLO A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3018","GARDENIA ST + GINGER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3320","PAHOA AVE + 16TH AVE","21","0","0","0","21","21","0","0","0","21","21","0","0","0","21"
"3324","18TH AVE + MAUNALOA","6","0","0","0","6","6","0","0","0","6","7","0","0","0","7"
"4002","BERTRAM ST + SAINT L","7","0","0","0","7","7","0","0","0","7","7","0","0","0","7"
"4005","SAINT LOUIS DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4009","SAINT LOUIS DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4022","DIAMOND HEAD RD + DI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4023","DIAMOND HEAD RD + 36","67","0","0","0","67","67","0","0","0","67","75","0","0","0","75"
"4024","DIAMOND HEAD RD + 37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4029","KAHALA AVE + OPP ELE","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"4031","KAHALA AVE + OPP ULI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4034","KAHALA AVE + 4721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4037","PUEO ST + MAKAIWA ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4039","PUEO ST + KILAUEA AV","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"4043","PUU PANINI AVE + KIL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4046","HUANUI ST + 22ND AVE","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"4052","PAHOA AVE + 20TH AVE","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"4055","KOKO HEAD AVE + SIER","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"4057","SIERRA DR + 3773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4058","SIERRA DR + IWI WAY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4061","SIERRA DR + MANINI W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4065","SIERRA DR + 4663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4068","SIERRA DR + OPP NIHI","6","0","0","0","6","6","0","0","0","6","3","0","0","0","3"
"4072","LURLINE DR + 3930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4079","PAULA DR + OPP PALOM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4086","ANUHEA ST + ANUHEA P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4089","SIERRA DR + WAIALAE","5","0","0","3","8","5","0","0","3","8","5","0","0","2","8"
"4097","22ND AVE + OPP MALAP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4098","22ND AVE + OPP HUANU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4106","PUEO ST + FARMERS RD","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"4107","PUEO ST + OPP MAKAIW","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4109","KAHALA AVE + 4758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4113","KAHALA AVE + ULILI S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4114","KAHALA AVE + KALA PL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4117","KAHALA AVE + AUKAI A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4118","KAHALA AVE + OPP BLA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4132","SAINT LOUIS DR + KAM","0","0","0","4","4","0","0","0","4","4","0","0","0","0","0"
"4139","SAINT LOUIS DR + 182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4141","SAINT LOUIS DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4146","SAINT LOUIS DR + NOA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4148","PETER ST + OPP BERTR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","CAMPBELL AVE + GEORG","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"248","KILAUEA AVE + HUNAKA","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"3233","PAHOA AVE + OCEAN VI","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"3303","KILAUEA AVE + 10TH A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3323","18TH AVE + KAIMUKI A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3999","BERTRAM ST + 1772","78","0","0","0","78","78","0","0","0","78","79","0","0","0","79"
"4008","SAINT LOUIS DR + ROB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4010","SAINT LOUIS DR + OPP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4027","KAHALA AVE + BLACK P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4032","KAHALA AVE + OPP HUN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4044","PUU PANINI AVE + HUA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4059","SIERRA DR + WILHEMIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4069","SIERRA DR + OPP HALE","6","0","0","0","6","6","0","0","0","6","0","0","0","0","0"
"4075","MONTEREY DR + OPP LA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4085","16TH AVE + CLAUDINE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4099","HUANUI ST + OPP HUNA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4105","PUEO ST + OPP MOA ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4116","KAHALA AVE + ELEPAIO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4138","SAINT LOUIS DR + LIB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","CAMPBELL AVE + MONSA","10","0","0","0","10","10","0","0","0","10","10","0","0","0","10"
"3004","PALOLO AVE + OPP LAM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3005","PALOLO AVE + WILIAMA","9","0","0","0","9","9","0","0","0","9","9","0","0","0","9"
"3021","JASMINE ST + CARLOS","10","0","0","0","10","10","0","0","0","10","3","0","0","0","3"
"3305","KILAUEA AVE + 12TH A","109","0","0","0","109","109","0","0","0","109","91","0","0","0","91"
"3306","KILAUEA AVE + POKOLE","32","0","0","0","32","32","0","0","0","32","38","0","0","0","38"
"3309","MAKAPUU AVE + ALOHEA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3996","PETER ST + 2632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3998","BERTRAM ST + OPP SAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4000","BERTRAM ST + 1716","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4001","BERTRAM ST + 1652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4026","KAHALA AVE + OPP PAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4047","22ND AVE + ULUPUA PL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4062","SIERRA DR + IWI WAY","6","0","0","0","6","6","0","0","0","6","6","0","0","0","6"
"4063","SIERRA DR + WILHEMIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4070","SIERRA DR + MATSONIA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4073","LURLINE DR + MATSONI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4077","PAULA DR + PILI PL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4081","PAULA DR + 1622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4088","ANUHEA ST + WILHEMIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4110","KAHALA AVE + KOLOA S","11","0","0","0","11","11","0","0","0","11","11","0","0","0","11"
"4120","KAHALA AVE + DIAMOND","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4124","DIAMOND HEAD RD + OP","11","0","0","0","11","11","0","0","0","11","11","0","0","0","11"
"4545","KILAUEA AVE + MAKAPU","55","0","0","0","55","55","0","0","0","55","58","0","0","0","58"
"4591","DIAMOND HEAD ROAD +","130","0","0","0","130","130","0","0","0","130","125","0","0","0","125"
"94","CAMPBELL AVE + HINAN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3002","PALOLO AVE + KAAU ST","4","0","0","0","4","4","0","0","0","4","3","0","0","0","3"
"3039","9TH AVE + KAAU ST","6","0","0","0","7","6","0","0","0","7","0","0","0","0","0"
"3295","DATE ST + OPP PALANI","22","0","0","0","23","22","0","0","0","23","13","0","0","0","13"
"3302","9TH AVE + KILAUEA AV","8","0","0","0","8","8","0","0","0","8","8","0","0","0","8"
"3322","PAHOA AVE + 18TH AVE","23","0","0","0","23","23","0","0","0","23","25","0","0","0","25"
"4006","SAINT LOUIS DR + BER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4083","PAULA DR + KOKO DR","3","0","0","0","3","3","0","0","0","3","3","0","0","0","3"
"4112","KAHALA AVE + HUNAKAI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","KILAUEA AVE + HUNAKA","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"3007","PALOLO AVE + PAALEA","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"3017","GINGER ST + ORCHID S","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"3079","WAIALAE AVE + 14TH A","82","0","0","0","82","82","0","0","0","82","80","0","0","0","80"
"4025","KAHALA AVE + KULAMAN","33","0","0","0","33","33","0","0","0","33","33","0","0","0","33"
"4074","MONTEREY DR + LURLIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4142","SAINT LOUIS DR + ALE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","MONSARRAT AVE + CAMP","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"238","MONSARRAT AVE + OPP","36","0","0","0","36","36","0","0","0","36","46","0","0","0","46"
"3000","PALOLO AVE + WAIALAE","14","0","0","0","14","14","0","0","0","14","9","0","0","0","9"
"3008","PALOLO AVE + OPP LOK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3019","GARDENIA ST + CARLOS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3298","MOOHEAU AVE + 6TH AV","9","0","0","0","9","9","0","0","0","9","9","0","0","0","9"
"3299","MAUNALOA AVE + 7TH A","19","0","0","0","19","19","0","0","0","19","19","0","0","0","19"
"3315","PAHOA AVE + 16TH AVE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4036","KAHALA AVE + OPP PUE","2","0","0","0","2","2","0","0","0","2","2","0","0","0","2"
"4071","LURLINE DR + OPP MAU","0","0","0","0","0","0","0","0","0","0","6","0","0","0","6"
"4076","PAULA DR + IWI WAY","6","0","0","0","6","6","0","0","0","6","5","0","0","0","5"
"4144","SAINT LOUIS DR + OPP","58","0","0","0","58","58","0","0","0","58","58","0","0","0","58"
"4150","PETER ST + OPP QUINC","10","0","0","0","11","10","0","0","0","11","0","0","0","0","0"
"92","CAMPBELL AVE + ESTHE","12","0","0","0","12","12","0","0","0","12","12","0","0","0","12"
"3015","PALOLO AVE + OPP ORC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3294","DATE ST + OPP EKELA","21","0","0","0","21","21","0","0","0","21","18","0","0","0","18"
"3301","MAUNALOA AVE + 9TH A","33","0","0","0","33","33","0","0","0","33","34","0","0","0","34"
"3308","MAKAPUU AVE + MAUNAL","1","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"3327","POKOLE ST + MAUNALEI","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"4003","SAINT LOUIS DR + 182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","CAMPBELL AVE + CATHE","19","0","0","0","19","19","0","0","0","19","19","0","0","0","19"
"251","KILAUEA AVE + MAKAIW","46","0","0","0","46","46","0","0","0","46","48","0","0","0","48"
"3020","GARDENIA ST + JASMIN","86","0","0","0","86","86","0","0","0","86","72","0","0","0","72"
"3994","PETER ST + OPP RUTH","22","0","0","0","23","22","0","0","0","23","41","0","0","0","41"
"3995","PETER ST + QUINCY PL","0","0","0","0","0","0","0","0","0","0","11","0","0","0","11"
"90","CAMPBELL AVE + CASTL","5","0","0","0","5","5","0","0","0","5","5","0","0","0","5"
"3023","PALOLO AVE + OPP CAR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3037","9TH AVE + MALUHIA ST","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","KILAUEA AVE + 22ND A","1","0","0","0","1","1","0","0","0","1","5","0","0","0","5"
"250","KILAUEA AVE + PAHOA","14","0","0","0","14","14","0","0","0","14","14","0","0","0","14"
"3025","10TH AVE + ANUENUE S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4066","SIERRA DR + MARIPOSA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","18TH AVE + DIAMOND H","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3010","PALOLO AVE + JARRETT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3292","DATE ST + OPP OLOKEL","181","0","0","0","181","181","0","0","0","181","178","0","0","0","178"
"3297","MOOHEAU AVE + WINAM","9","0","0","0","9","9","0","0","0","9","12","0","0","0","12"
"4119","KAHALA AVE + PAIKAU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4123","DIAMOND HEAD RD + OP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3035","9TH AVE + PAKUI ST","37","0","0","0","37","37","0","0","0","37","0","0","0","0","0"
"3312","18TH AVE + KAIMUKI A","51","0","0","0","51","51","0","0","0","51","34","0","0","0","34"
"3318","PAHOA AVE + 13TH AVE","26","0","0","0","26","26","0","0","0","26","27","0","0","0","27"
"3336","MOOHEAU AVE + PALIUL","106","0","0","0","106","106","0","0","0","106","115","0","0","0","115"
"237","MONSARRAT AVE + 3251","407","0","0","0","407","407","0","0","0","407","433","0","0","0","433"
"3009","PALOLO AVE + KALUA R","41","0","0","0","41","41","0","0","0","41","33","0","0","0","33"
"3328","POKOLE ST + KILAUEA","10","0","0","0","10","10","0","0","0","10","10","0","0","0","10"
"3153","KILAUEA AVE + WAIALA","33","0","0","7","41","33","0","0","7","41","33","0","0","7","41"
"3313","18TH AVE + PAHOA AVE","51","0","0","0","52","51","0","0","0","52","53","0","0","0","54"
"3331","KILAUEA AVE + 10TH A","36","0","0","0","36","36","0","0","0","36","35","0","0","0","35"
"3081","WAIALAE AVE + 16TH A","50","0","0","0","50","50","0","0","0","50","51","0","0","0","51"
"3311","18TH AVE + MAUNALOA","0","0","0","0","0","0","0","0","0","0","7","0","0","0","7"
"4040","PAHOA AVE + KILAUEA","43","0","0","0","43","43","0","0","0","43","41","0","0","0","41"
"236","MONSARRAT AVE + CAMP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3032","9TH AVE + KALUA RD","4","0","0","0","4","4","0","0","0","4","1","0","0","0","1"
"96","MONSARRAT AVE + KANA","8","0","0","0","8","8","0","0","0","8","8","0","0","0","8"
"3029","10TH AVE + KIWILA ST","129","0","0","0","129","129","0","0","0","129","96","0","0","0","96"
"4121","DIAMOND HEAD RD + PO","33","0","0","0","33","33","0","0","0","33","33","0","0","0","33"
"241","DIAMOND HEAD RD + OP","18","0","0","0","18","18","0","0","0","18","9","0","0","0","9"
"3028","10TH AVE + OPP WAIOM","115","0","0","0","115","115","0","0","0","115","82","0","0","0","82"
"2996","KAPIOLANI BL + KAIMU","15","1","0","21","37","15","1","0","21","37","14","1","0","21","36"
"4108","PUEO ST + KAHALA AVE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2999","WAIALAE AVE + 3RD AV","59","0","0","0","59","59","0","0","0","59","59","0","0","0","59"
"3013","PALOLO AVE + OPP KAU","24","0","0","0","24","24","0","0","0","24","0","0","0","0","0"
"246","KILAUEA AVE + 22ND A","3","0","0","0","3","3","0","0","0","3","1","0","0","0","1"
"3033","9TH AVE + PAALEA ST","35","0","0","0","35","35","0","0","0","35","15","0","0","0","15"
"226","18TH AVE + KILAUEA A","24","0","0","2","26","24","0","0","2","26","34","0","0","2","36"
"3073","WAIALAE AVE + 7TH AV","47","0","0","109","156","47","0","0","109","156","47","0","0","89","136"
"3332","KILAUEA AVE + 9TH AV","66","0","0","0","66","66","0","0","0","66","76","0","0","0","76"
"3171","WAIALAE AVE + 14TH A","122","0","0","0","122","122","0","0","0","122","127","0","0","0","128"
"3076","WAIALAE AVE + 10TH A","23","0","0","6","29","23","0","0","6","29","23","0","0","0","23"
"3339","DATE ST + PALANI AVE","25","0","0","0","25","25","0","0","0","25","15","0","0","0","15"
"4542","CAMPBELL AVE + MAKIN","37","0","0","0","37","37","0","0","0","37","35","0","0","0","35"
"3326","ALOHEA AVE + POKOLE","6","0","0","0","6","6","0","0","0","6","0","0","0","0","0"
"3333","9TH AVE + MAUNALOA A","83","3","0","0","86","83","3","0","0","86","82","2","0","0","84"
"4129","KAPAHULU AVE + PALIU","56","0","0","0","56","56","0","0","0","56","57","0","0","0","57"
"4543","CAMPBELL AVE + ESTHE","26","0","0","0","26","26","0","0","0","26","16","0","0","0","16"
"3296","DATE ST + KAPAHULU A","38","0","0","3","41","38","0","0","3","41","10","0","0","2","12"
"3335","MAUNALOA AVE + 6TH A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3334","MAUNALOA AVE + 7TH A","36","0","0","0","37","36","0","0","0","37","35","0","0","0","36"
"4104","HUNAKAI ST + WAIALAE","15","0","0","0","15","15","0","0","0","15","15","0","0","0","15"
"4127","KAPAHULU AVE + MOOHE","7","0","0","3","10","7","0","0","3","10","7","0","0","1","8"
"4015","KAPAHULU AVE + DATE","8","0","0","35","42","8","0","0","35","42","6","0","0","36","41"
"235","MONSARRAT AVE + KANA","41","0","0","0","41","41","0","0","0","41","34","0","0","0","34"
"3044","KAPIOLANI BL + OPP K","35","0","0","20","54","35","0","0","20","54","29","0","0","20","49"
"4012","KAIMUKI AVE + KAPAHU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
